artical_text,type,model
دعني أتخيل لحظات من الهدوء والسكينة، حيث يكون العمر مليئاً بالأمان، ويكون موج البحر هادئاً كالزجاج، ويمتد الهدوء والأمان في كل اتجاه.,1,GPT-3.5-T
"والذي يكاد يكون أوّل منهاج علمي منظم في البلاغة، ثمّ نشفع ذلك بذكر الجوانب التي تطرق لبحثها في كل موضوع، الأمر الذي يدل على سعة علمه وتفوقه على غيره، وأخيرا نشير بإيجاز إلى طريقته في التأليف.

أمّا عن منهاجه في البحث فاستمع إليه يعرضه في كلماته: «واعلم أنّ الذي يوجبه ظاهر الأمر، وما يسبق إليه الفكر: أن نبدأ بجملة من القول في الحقيقة والمجاز، ونتبع ذلك القول في التشبيه والتمثيل، ثمّ ننسق ذكر الاستعارة عليهما، ونأتي بها في أثرهما، وذلك أنّ المجاز أعم من الاستعارة، والواجب في قضايا المراتب: أن نبدأ بالعام قبل الخاص.",1,GPT2
عرف الطماطم بفوائدها الصحية والغذائية العديدة، لكنها أيضًا من المكونات الطبيعية المفيدة جدًا للبشرة، خاصة في تفتيح لونها وتنقية المسام. إذ تحتوي على فيتامين C ومضادات أكسدة تساعد على تقليل التصبغات، وتنظيم إفراز الدهون، ومنح البشرة نضارة طبيعية. إليكِ طريقة بسيطة لتحضير ماسك الطماطم في المنزل لتفتيح البشرة وتحسين مظهرها: المكونات: ثمرة طماطم متوسطة الحجم ملعقة صغيرة من عصير الليمون (اختياري لأصحاب البشرة غير الحساسة) ملعقة صغيرة من العسل الطبيعي طريقة التحضير: قطّعي الطماطم واهرسيها جيدًا باستخدام شوكة أو في الخلاط الكهربائي. أضيفي عصير الليمون والعسل إلى الخليط وامزجي جيدًا حتى تتجانس المكونات. طبّقي الماسك على وجه نظيف باستخدام فرشاة ناعمة أو بأطراف الأصابع. اتركيه لمدة 10 إلى 15 دقيقة فقط. اغسلي وجهك بالماء الفاتر، ثم جففيه بلطف. نصائح هامة: يُفضّل تجربة الماسك على جزء صغير من الجلد أولاً، خاصة إذا كانت بشرتك حساسة. استخدميه مرتين أسبوعيًا للحصول على نتائج ملحوظة. لا يُستخدم هذا الماسك مباشرة قبل التعرض للشمس، ويفضل تطبيقه مساءً. ماسك الطماطم يُعد من الحلول الطبيعية الفعالة التي لا تتطلب تكلفة كبيرة، ويُعطي نتائج واضحة عند الانتظام عليه ضمن روتين العناية بالبشرة.,1,GPT4o
"كثيرًا ما نرى العديد من المبانى التى صممت بأشكال غريبة ولا تعنى شيئا وليس لها هدف معين، في تقريرنا التالى نستعرض بعضًا لتلك المبانى الغريبة والتى تستوقفنا كثيرًا للتفكير في هدف مصممها، ويستعرض"" اليوم السابع"" العديد من أشكال المباني الأغرب حول العالم، وفقًا لما نشره موقع ""planradar"".

	فندق بيجل على شكل كلب

	يوجد الفندق في ولاية أيداهو الأمريكية، صمم على شكل كلب كرتوني، يستقبل الفندق الضيوف في غرف تحتوي على ثلاجة وميكروويف وإنترنت مجاني وحوض استحمام، وتكلفة الليلة الواحدة في هذا لفندق معقولة، حيث تبلغ تكلفة إقامة ليلة واحدة لشخصين 132 دولارا، ويستقبل الفندق البشر والكلاب.


فندق على هيئة كلب

	نصف الكرة فالنسيا

	هو مبنى عبارة عن شكل نصف الكرة الأرضية في فالنسيا في إسبانيا أو تشبه عين بشرية عملاقة، وقد صممه المهندس المعماري سانتياجو كالاترافا، وكان التصميم مجهزا ليكون سينما ثلاثية الأبعاد بتقنية IMAX.


نصف الكرة

	مبنى سلة الخضار في أوهايو

	يسمى مبني السلة، وهو يعتبر نصبا تذكاريا للهندسة المعمارية الغربية، وكان من المقرر أن يكون المبنى الأول في سلسلة من الهياكل الغريبة في كثير من الدول، وقد احتفل أكبر منزل في العالم على شكل سلة بإعادة افتتاحه كفندق فخم في عام 2020.


سلة فاكهة

	المبنى الراقص في براغ

	أطلق عليه هذا الاسم لأنه يشبه زوجين يرقصان سويا، وقد صممه المهندس المعماري فرانك جيري وكان يلقبه ""فريد وجينجر""، وهو عبارة عن قطعه فنية لا نظير لها.


المبنى الراقص

	المبنى المعوج في بولندا

	المبنى المعوج أو الملتوي، هو جزء من مركز تسوق في مدينة سوبوت البولندية، هذا المبنى غير العادي هو أحد أكثر المعالم التي تم تصويرها في البلاد، لأنه يعطي المشاهدين انطباعا بأنهم في حالة سكر.


المنزل المعوج

	براد الشاي في الصين

	هو من المبانى الغريبة والمميزة، وهو عبارة عن إبريق شاي ملون ومميز ومضيء لسماء الصين،  لا يحتوي إبريق الشاي العملاق على إضاءة متقنة فحسب، بل يدور أيضًا، ويعد هذا أمرًا جيدًا للغاية، وبعد افتتاح منزل إبريق الشاي قررت لجنة حكومية صينية منع البنائين في جميع أنحاء البلاد من بناء منازل ذات أشكال غريبة.


بيت الشاي",0,human
يعتبر التعليم والثقافة من بين العناصر المهمة لتقدم المجتمع، واذا سلطنا الضوء على التعليم خلال العهد العثماني ، فنجد أن السلطة الحاكمة لم تكن تتدخل في شؤون التعليم بدليل عدم وجود موظف رسمي لهذا المجال، كالوزير أو الوكيل، ويعود السبب في ذلك إلى تركيز السلطة على المحافظة على استقرار البلاد ، فقد كان التعليم يعتمد على الجهود الفردية للأشخاص والمؤسسات الوقفية، تهدف هذه الدراسة الى معرفة وتقصي الوجه الحقيقي للتعليم والثقافة في إيالة الجزائر إبان العهد العثماني من خلال دور المساجد في نشر الوعي بين فئات المجتمع ، وإبراز التفاعل الثقافي في المجتمع الجزائري خلال العهد العثماني. من أهم النتائج المتوصل إليها المكانة التي حضي بها المسجد في التفاعل الثقافي من خلال الأدوار التي كان يأديها، باعتباره مركزا ديني وعلمي حمل على عاتقه مسؤولية نشر التعليم والثقافة الدينية ولعب دورا هاما في هذا المجال ما جعله قبلة لطلاب العلم.,0,human
"وَتَبَيَّنَ بِهٰذا كُلِّهِ فِي كِتابِ الحَيَوانِ أَنَّ أَنْواعَ التَرْكِيباتِ ثلاثه: ""فاولها"" التَرْكِيبُ الَّذِي يَكُون مِن وُجُودِ الأَجْسامِ البَسائِط فِي المادَّةِ الأَوْلَى الَّتِي هِيَ غَيْرُ مُصَوَّرَةٍ بِالذات. ""والثاني"" التَرْكِيبُ الَّذِي يَكُون عَن هٰذِهِ البَسائِط وَهِيَ الأَجْسامُ المُتَشابِهَةُ الاجزاء. ""والثالث"" تَرْكِيبُ الأَعْضاءِ الآلِيَّةِ وَهِيَ أَتَمُّ ما يَكُون وُجُوداً فِي الحَيَوانِ الكامِلِ كَالقَلْبِ وَالكبد. وَقَد تُوجَد عَلَى جِهَةِ المُقايَسَةِ وَالتَشْبِيهِ فِي الحَيَوانِ الَّذِي لَيِسَ بِكامِلِ وَفِي النَباتِ أَيْضاً كَالأُصُولِ وَالاغصان. وَتَبَيَّنَ أَيْضاً فِي هٰذا الكِتابِ أَنَّ المُكَوِّنَ القَرِيبَ لِهٰذِهِ الأَجْسامِ الآلِيَّةِ لَيِسَت حَرارَةً اسطقسيه، فَأَنَّ الحَرارَةَ الاسطقسيه إِنَّما فَعَلَهُما التَصْلِيبُ وَالتليين، وَغَيْرُ ذٰلِكَ مِن الأَشْياءِ المَنْسُوبَةِ إِلَى الأَجْسامِ المتشابهه، بَل المُكَوِّنُ لَها هُوَ قُوَّةٌ شَبِيهَةٌ بِقُوَّةِ المِهْنَةِ وَالصِناعَةِ كَمّاً يَقُول ارسطر، وَذٰلِكَ أَيْضاً مع حَرارَةٍ مُلائِمَةٍ لِلتخليق وَالتَصْوِيرِ وَإِعْطاءِ الشكل، وَأَنَّ مُعْطَى هٰذِهِ الصُورَةِ الحَرارَةَ وَصُورَتَها المِزاجِيَّةَ الَّتِي بِها تَفْعَل فِي الحَيَوانِ المتناسل وَالنَباتِ المتناسل هُوَ الشَخْصُ الَّذِي هُوَ مِن نَوْعِ ذٰلِكَ المتولد عَنهُ أَو مُناسِبٌ لَهُ مِن جِهَةٍ ما هُوَ شَخْصٌ مُتَنَفَّسٌ بِتَوَسُّطِ القُوَّةِ وَالحَرارَةِ المَوْجُودَةِ فِي البِزْرِ وَالمني. وَأَمّا فِي الحَيَوانِ وَالنَباتِ الَّذِي لَيِسَ بِمتناسل فَمُعْطِيُها هُوَ الإِجْرامُ السماويه.",0,human
"في الوقت الذي تتصاعد فيه الانتقادات الموجهة للمشاهير بسبب استهلاكهم المفرط لموارد البيئة، قرر رجل أعمال أوروبي شهير بيع طائرته الخاصة احتجاجًا على الانبعاثات الكربونية المرتفعة للطائرات الخاصة. القرار جاء بعد حملة إلكترونية تصدّرتها صور لتايلور سويفت وكيم كارداشيان وهما تستخدمان طائرات خاصة لمسافات قصيرة.

ووفقًا لتقرير من ""المنتدى العالمي للمناخ""، فإن الطائرات الخاصة تُنتج ما يقرب من 20 ضعفًا من انبعاثات ثاني أكسيد الكربون لكل راكب مقارنة بالطائرات التجارية. هذه الأرقام دفعت بالمستثمر ""ليونارد ستيفان"" - مؤسس منصة استثمارات في ألمانيا - إلى إعلان بيع طائرته ""جلف ستريم"" عبر منشور على منصة ""لينكدإن""، قائلاً: ""لا يمكنني أن أواصل دعوة الشركات للاستدامة بينما أتنقل بطائرة تنفث السماء بالكربون"".

القرار أثار إعجاب كثير من النشطاء البيئيين، إلا أن بعض المتابعين وصفوه بأنه مجرد دعاية دعائية لمحاولة كسب التعاطف في ظل انتقادات وجهت ضده مؤخرًا بسبب استثماراته في شركات تستهلك موارد مائية مفرطة.

الملفت أن هذه ليست الحالة الأولى؛ فحسب تقرير لمجلة ""إيكو فاكس""، قرر أربعة من الأثرياء في عام 2023 إيقاف استخدام طائراتهم الخاصة نهائيًا بعد الضغط الشعبي المتزايد.

الجدير بالذكر أن كيم كارداشيان صرحت في مقابلة مؤخرًا أنها تحاول تقليل رحلاتها الخاصة، لكنها ترى أن الخصوصية والأمان عوامل لا غنى عنها. أما تايلور سويفت فلم تُعلق حتى اللحظة.

هل يُمكن أن تؤدي هذه التحركات الفردية إلى تغيير حقيقي؟ الخبراء يرون أن التأثير الرمزي قد يكون أقوى من الفعل نفسه، لأنه يثير نقاشًا عامًا حول التوازن بين الحياة الفاخرة والمسؤولية البيئية.",1,GPT4o
بانتظار العلن سان جيرمان انتظام توماس توخيل لتدريب الفريق وحسم بطولة الدوري الفرنسي، حيث توافق الطرفان على عقد يمتد لسنتين قابلة للتمديد إلى سنة ثالثة، وسيتم الكشف عن الاتفاق بعد فوز الفريق باللقب الوطني. وتتصدر نادي باريس جدول الترتيب بفارق 14 نقطة عن موناكو. وكان توخيل قد قاد نادي بوروسيا دورتموند الألماني قبل ذلك، وكان من المتوقع أن يتولى تدريب بايرن ميونخ. وفشل المدرب الإسباني أوناي إيمري في قيادة سان جيرمان إلى تحقيق نجاحات ملموسة في دوري أبطال أوروبا على الرغم من وجود نجوم مثل نيمار ومبابي ودراكسلر في الفريق.,1,GPT-3.5-T
"فتاة جميلة تقف أمام المرآة تطبق المكياج ببراعة. ترتدي فستاناً أسود أنيقًا وتضع الحمرة الوردية على خديها بأنامل ماهرة. تلتقط الآيلاينر الأسود لتحدد خطوط عينيها بدقة، وتمرر أحمر الشفاه بأناقة على شفتيها. انكسار الضوء يكشف عن بريق عينيها البنيتين المذهلتين، وتقول بفخر وثقة ""أنا أمرأة قوية وجميلة"".",1,GPT-3.5-T
"مستجدات الوضع في اليمن: تصعيد ميليشيا الحوثي يكشف عن ولاءها لإيران

أكد وزير الخارجية اليمني، أحمد عوض بن مبارك، أن الهجمات الأخيرة التي نفذتها ميليشيات الحوثي تعكس انحيازها لأجندة إيران المشوشة على أمن واستقرار المنطقة. وخلال لقائه المبعوث الأممي إلى اليمن، مارتن غريفيثس، أكد بن مبارك حرص حكومته على تحقيق سلام دائم مستند إلى المرجعيات الأساسية، معتبرا أن ردود الفعل العدائية من قبل الميليشيات تجاه مبادرة السعودية توضح تبعيتها لأجندات خارجية.

في سياق متصل، تم مناقشة الأوضاع في اليمن ومبادرة السعودية والجهود الدولية لإيقاف الصراع وتحقيق السلام المبني على خطوات المبادرة الخليجية وآليتها التنفيذية ونتائج الحوار الوطني وقرار مجلس الأمن الدولي رقم 2216. وثمن المبعوث الأممي موقف الحكومة اليمنية من جهود التسوية الشاملة لإنهاء النزاع في اليمن، وأكد مواصلة الجهود الدبلوماسية لحل النزاع وتخفيف الأوضاع الإنسانية الصعبة التي يعيشها اليمنيون.

وفي سياق آخر، التقى وزير الخارجية اليمني أيضا بالمبعوث الأميركي إلى اليمن، تيم ليندركنج، وأكد أهمية دعم مبادرة السعودية كخطوة أساسية نحو تحقيق السلام، مع الإشارة إلى استمرار التصعيد العسكري من قبل الميليشيات الحوثية في محافظة مأرب. تقديرا لجهودها، أكد الدبلوماسي الأميركي استعداد الحكومة اليمنية للالتزام بوقف إطلاق النار وتحقيق التقدم في مجال السلام بدعم من الأمم المتحدة وحرصها على أمن واستقرار اليمن ووحدته. ويأتي هذا في إطار المبادرة السعودية الأخيرة لوقف إطلاق النار بهدف تيسير عملية المفاوضات السلمية بين اليمنيين.",1,GPT-3.5-T
بسم الله الرحمن الرحيم، يوم جديد يشرق والدعوة للمقاطعة مستمرة بحزم واصرار، والتفكير في ما قامت به فرنسا يتجدد. حياة على المقاطعة، حياة على الدفاع. اللهم صل وسلم وبارك على سيدنا محمد وعلى آله وصحبه أجمعين.,1,GPT-3.5-T
"الثقافة العامة
 
 الدرس الأول -
الموضوع:
 اختلاف موضوعات الدروس

           
أيها الإخوة والأخوات، 
السلام عليكم ورحمة الله وبركاته وبعد،
 
فإننا في الحين الذي نبذل جهودنا لنتعلم اللغة العربية ونتقنها، ينبغي أن نمهد السبيل لتحقيق هذا الهدف الهام. وإنما يتيسر ذلك بتوسعنا في الموضوعات. لأنه كلما تعددت الموضوعات التي نتناولها، تعلمنا كلمات ومصطلحات عربية جديدة بالأضافة إلى ما في ذاكرتنا. هذا، فضلا عن ازديادنا معرفة بحقائق الحياة والكون. ومعنى ذلك بالإيجاز: أننا بحاجة إلى مزيد من المعرفة، وهذا يقتضي أن تتنوع الموضوعات التي سنتناولها. والآن سنقوم بتعريب جمل تعبر عن هذا الغرض الذي نتبناه. 
دروسنا متنوعة.
أستاذنا يريد أن يعلمنا من كل شيء قسطا.
لذلك يختلف موضوع درسنا في كل حصة.
ندرس التاريخ، والجغرافيا، والأحياء، والحساب، والهندسة، والمنطق، والفلسفة.
وندرس علوما أخرى بالإضافة إلى ما ذكرت.
أستاذنا يكلمنا باللغة العربية.
ويحرص على أن نتعلم هذه اللغة بسرعة.
إنه يشجعنا دائما على الممكالمة باللغة العربية.
ويكلفنا بترجمة جمل من اللغة التركية إلى اللغة العربية.
أستاذنا يحملنا واجبات منزلية.
نقوم بتعريب عشر جمل في بيوتنا.
ثم ناتي بها إلى المعهد.
أستاذنا يفتش هذه الواجبات ليتاكد عما إذا أصبنا في تعريب الجمل.
فإذا وجد فيها خطأ، قام بتصحيحه.
نحن أيضا نهتم بواجباتنا المنزلية.
لا نتاخر عن القيام بواجباتنا.
كلنا نحافظ على رغبتنا ونشاطنا.
سوف نقوم بدراسة موضوع من علم الأحياء في الحصة المقبلة
أستاذنا هكذا قال.
سنتعرف على الكائنات الحية الدقيقة أولا.

دروسنا متنوعة. 
أستاذنا يريد أن يعلمنا من كل شيء قسطا. لذلك يختلف موضوع درسنا في كل حصة. ندرس التاريخ، والجغرافيا، والأحياء، والحساب، والهندسة، والمنطق،
 والفلسفة. وندرس علوما أخرى بالإضافة إلى ما ذكرت. أستاذنا يكلمنا باللغة العربية. ويحرص على أن نتعلم هذه اللغة بسرعة. إنه يشجعنا دائما على الممكالمة باللغة العربية. ويكلفنا بترجمة جمل من اللغة التركية إلى اللغة العربية. أستاذنا يحملنا واجبات منزلية. نقوم بتعريب عشر جمل في بيوتنا. ثم ناتي بها إلى المعهد. أستاذنا يفتش هذه الواجبات ليتاكد عما إذا أصبنا في تعريب الجمل. فإذا وجد فيها خطأ، قام بتصحيحه. نحن أيضا نهتم بواجباتنا المنزلية. لا نتاخر عن القيام بواجباتنا. كلنا نحافظ على رغبتنا ونشاطنا. سوف نقوم بدراسة موضوع من علم الأحياء في الحصة المقبلة. أستاذنا هكذا قال. سنتعرف على الكائنات الحية الدقيقة أولا.
***",1,GPT2
"الحَرْبُ الرُوسِيَّةُ الأُوكرانِيَّةُ هِيَ صِراعٌ مُسْتَمِرٌّ يُجْرِي بَيِّنَ رُوسِيا وَاوكرانيا، وَتُعَدّ واحِدَةً مِن أَهَمِّ الأَزَماتِ الحالِيَّةِ فِي العالَمِ. بَدَأَت الحَرْبُ فِي عامِ 2014 بُعْدَ الأَحْداثِ الَّتِي وَقَعَت فِي اوكرانيا، بِما فِي ذٰلِكَ الاِحْتِجاجاتِ الشَعْبِيَّةِ وَالتَغْيِيرِ السِياسِيِّ فِي كييف.

تَتَّسِم الحَرْبُ الرُوسِيَّةُ الأُوكرانِيَّةُ بِتَدَخُّلٍ مُباشِرٍ مِن قِبَلِ رُوسِيا فِي شَرْقِ اوكرانيا، حيث قامَت بِنَشْرِ القُوّاتِ العَسْكَرِيَّةِ وَالمُقاتِلِينَ المُوالِينَ لَها فِي مَناطِقِ دونباس وَلوهانسك وَاوبلاست لوغانسك المُنْفَصِلَةِ. اِنْدَلَعَت اِشْتِباكاتٌ عَنِيفَةٌ بَيِّنَ القُوّاتِ الرُوسِيَّةِ وَالاوكرانيه، مِمّا أَدَّى إِلَى سُقُوطِ العَدِيدِ مِن الضَحايا وَتَدْمِيرٍ كَبِيرٍ فِي المنطقه.

تُعْتَبَر الحَرْبُ الرُوسِيَّةُ الأُوكرانِيَّةُ أَيْضاً صِراعاً سِياسِيّاً وَجيوسياسيا بَيِّنَ رُوسِيا وَالدُوَلِ الغَرْبِيَّةِ. فَالدُوَلُ الغَرْبِيَّةُ تَدِين التَدَخُّلَ الرُوسِيَّ وَتَقِف إِلَى جانِبِ اوكرانيا، فِي حِينِ تُدَعِّم رُوسِيا الفَصائِلَ الاِنْفِصالِيَّةَ وَتَسْعَى لِلحِفاظِ عَلَى نُفُوذِها فِي المنطقه.

تَأَثَّرَت الحَرْبُ الرُوسِيَّةُ الأُوكرانِيَّةُ بِشَكْلٍ كَبِيرٍ بِالسُكّانِ المدنيين، حيث تَعَرَّضُوا لِلنُزُوحِ وَالاِضْطِهادِ وَالعَواقِبِ الإِنْسانِيَّةِ الكارثيه. تَضَرَّرَت البُنْيَةُ التَحْتِيَّةُ وَالمُنْشَآتُ الحيويه، وَأَدَّت الاِشْتِباكاتُ المُسْتَمِرَّةُ إِلَى تَدْمِيرٍ واسِعِ النِطاقِ وَتَفَكُّكٍ اِجْتِماعِيٍّ وَاِقْتِصادِيٍّ فِي البلاد.

رَغْمَ تَوْقِيعِ العَدِيدِ مِن اِتِّفاقِيّاتِ وَوَقْفِ إِطْلاقِ النار، إِلّا أَنَّ الوَضْعَ لا يَزال مُسْتَقِرّاً وَمُتَقَلِّباً فِي أُوكرانِيا. تَحْتاج الأَزْمَةُ إِلَى حَلٍّ سِياسِيٍّ شامِلٍ يَتَطَلَّب التَفاوُضَ وَالحِوارَ بَيِّنَ الأَطْرافِ المَعْنِيَّةِ وَالمُساعَدَةَ الدُوَلِيَّةَ لِتَحْقِيقِ الاِسْتِقْرارِ وَالسَلامِ فِي المنطقه.",1,airabic_ai
